,customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date,month,year,difference_between_last_purchase_signup,Days since last purchase,purchase_group_by_monthsname
1175,1176,44.0,47900.0,1486.9211514027313,Female,North,16.0,Toys,19.807712005863177,2021-08-23,2023-03-27,8,2021,581,-947,2023-03
1176,1177,26.0,97900.0,1094.2951873925922,Male,West,18.0,Clothing,21.809212840646587,2021-01-03,2021-05-31,1,2021,148,-1612,2021-05
1177,1178,43.0,30600.0,1314.1018046879517,Male,East,47.0,Toys,63.15778405210494,2021-09-13,2023-10-06,9,2021,753,-754,2023-10
1178,1179,74.0,104800.0,562.4977874551759,Female,North,6.0,Clothing,38.24577834543116,2022-01-06,2022-10-31,1,2022,298,-1094,2022-10
1179,1180,64.0,57000.0,1194.251256135368,Male,South,2.0,Toys,48.20948672323478,2021-10-05,2022-02-11,10,2021,129,-1356,2022-02
1182,1183,64.0,32900.0,0.0,Female,West,45.0,Health,65.24993806091712,2021-08-04,2022-05-07,8,2021,276,-1271,2022-05
1183,1184,73.0,86700.0,597.5530324287404,Female,East,23.0,Health,65.67750416599722,2021-09-27,2023-10-30,9,2021,763,-730,2023-10
1184,1185,47.0,88900.0,1850.1329427640649,Male,East,43.0,Electronics,80.36119429560182,2022-04-21,2023-01-08,4,2022,262,-1025,2023-01
1187,1188,78.0,106200.0,751.3211775770759,Female,West,8.0,Toys,34.21729826868402,2022-04-05,2022-05-13,4,2022,38,-1265,2022-05
1188,1189,34.0,62800.0,1334.2106224782665,Female,South,39.0,Electronics,98.931618350921,2021-01-16,2022-09-14,1,2021,606,-1141,2022-09
1189,1190,43.0,98500.0,254.11201709483825,Male,North,25.0,Toys,19.65102888079188,2022-07-18,2023-06-08,7,2022,325,-874,2023-06
1195,1196,78.0,114800.0,691.1106551899284,Female,North,15.0,Electronics,36.166490253609496,2022-05-03,2022-05-23,5,2022,20,-1255,2022-05
1197,1198,32.0,35100.0,173.41628810892405,Male,West,43.0,Health,96.086281628198,2021-01-10,2021-02-06,1,2021,27,-1726,2021-02
1198,1199,64.0,72400.0,578.981391737226,Female,East,5.0,Electronics,71.50318415582863,2022-12-25,2023-06-19,12,2022,176,-863,2023-06
1200,1201,39.0,97100.0,527.6977948439048,Female,North,15.0,Toys,43.59692660003781,2022-05-04,2022-06-08,5,2022,35,-1239,2022-06
1205,1206,31.0,21400.0,1505.654936123513,Male,South,19.0,Electronics,46.09797866933572,2022-01-12,2023-10-28,1,2022,654,-732,2023-10
1209,1210,43.0,61900.0,944.4186362637467,Male,East,5.0,Clothing,29.83536306528833,2022-04-29,2023-01-24,4,2022,270,-1009,2023-01
1213,1214,68.0,107400.0,898.2554240870354,Female,South,44.0,Health,20.00492331463749,2021-02-09,2023-04-14,2,2021,794,-929,2023-04
1214,1215,24.0,87700.0,1878.9764107817005,Male,North,23.0,Electronics,55.81922352997577,2021-10-29,2022-04-06,10,2021,159,-1302,2022-04
1216,1217,64.0,104100.0,961.4179402148584,Female,South,9.0,Health,3.6788916718830778,2021-03-03,2021-11-08,3,2021,250,-1451,2021-11
1218,1219,63.0,42100.0,1384.4597591816012,Female,East,20.0,Electronics,12.825511212041752,2021-09-02,2021-09-03,9,2021,1,-1517,2021-09
1221,1222,77.0,91400.0,865.1794910142773,Male,South,37.0,Toys,43.248000042192736,2022-02-02,2023-12-02,2,2022,668,-697,2023-12
1224,1225,75.0,109900.0,1459.216274156748,Male,North,33.0,Health,29.5371182707486,2022-09-12,2023-09-15,9,2022,368,-775,2023-09
1225,1226,55.0,76700.0,1750.547069191257,Male,North,20.0,Toys,5.170299984067017,2021-04-14,2021-10-27,4,2021,196,-1463,2021-10
1226,1227,52.0,101300.0,457.010920169949,Female,West,48.0,Toys,76.75951182531763,2022-10-08,2023-06-20,10,2022,255,-862,2023-06
1227,1228,68.0,66100.0,333.7271136360138,Male,North,30.0,Toys,35.25271266784217,2021-12-10,2023-05-24,12,2021,530,-889,2023-05
1228,1229,32.0,83700.0,143.16608122086814,Male,South,44.0,Electronics,88.97247409999693,2022-01-06,2022-05-01,1,2022,115,-1277,2022-05
1230,1231,72.0,116200.0,636.536240987317,Female,South,45.0,Toys,71.76586061377073,2022-01-09,2023-03-17,1,2022,432,-957,2023-03
1231,1232,54.0,88500.0,815.3598476643574,Male,South,49.0,Clothing,93.95647032346793,2021-06-27,2021-06-30,6,2021,3,-1582,2021-06
1232,1233,45.0,37700.0,1015.4453793870324,Male,East,17.0,Health,65.11524506354797,2021-01-12,2023-06-02,1,2021,871,-880,2023-06
1234,1235,56.0,73200.0,1308.6497786917405,Male,North,14.0,Clothing,56.73992687859428,2022-10-05,2022-11-25,10,2022,51,-1069,2022-11
1235,1236,74.0,78400.0,1237.8279671184664,Male,South,19.0,Electronics,54.34451885418926,2021-09-06,2021-12-06,9,2021,91,-1423,2021-12
1236,1237,34.0,43800.0,367.8307579127032,Female,North,7.0,Toys,58.48200366533628,2022-03-24,2022-05-06,3,2022,43,-1272,2022-05
1239,1240,43.0,35600.0,1947.0565484003737,Male,North,44.0,Clothing,14.504327166918715,2021-08-24,2022-04-01,8,2021,220,-1307,2022-04
1241,1242,61.0,53300.0,38.89583907310876,Female,West,47.0,Health,62.47801006840636,2021-11-18,2022-12-20,11,2021,397,-1044,2022-12
1242,1243,42.0,55600.0,169.0968385249701,Female,East,11.0,Toys,11.69135721755914,2022-01-06,2022-03-15,1,2022,68,-1324,2022-03
1244,1245,30.0,81300.0,1644.6784025370546,Female,South,2.0,Toys,86.59659535008205,2021-10-23,2022-05-24,10,2021,213,-1254,2022-05
1246,1247,42.0,50800.0,924.3265739139638,Female,North,4.0,Toys,66.44769629063916,2021-02-27,2023-08-23,2,2021,907,-798,2023-08
1248,1249,27.0,36600.0,123.9137859974606,Female,South,17.0,Clothing,35.228108070579914,2022-07-02,2023-05-29,7,2022,331,-884,2023-05
1249,1250,20.0,27200.0,911.4678476117822,Male,West,28.0,Health,49.09250939863308,2022-02-12,2023-10-15,2,2022,610,-745,2023-10
1250,1251,58.0,108700.0,524.4024405267032,Male,South,30.0,Electronics,19.035222836031352,2022-10-03,2023-02-14,10,2022,134,-988,2023-02
1252,1253,35.0,101000.0,1417.1183034729002,Male,West,23.0,Clothing,71.79305248344978,2021-03-05,2021-03-05,3,2021,0,-1699,2021-03
1254,1255,53.0,21600.0,266.8019094057704,Male,East,24.0,Electronics,26.406713567366506,2022-02-24,2023-05-10,2,2022,440,-903,2023-05
1259,1260,25.0,52000.0,113.1755913308374,Female,North,19.0,Health,72.00515995351068,2022-03-28,2023-01-06,3,2022,284,-1027,2023-01
1262,1263,61.0,34800.0,840.5286274826203,Male,South,36.0,Clothing,21.432776195331314,2021-07-20,2022-09-25,7,2021,432,-1130,2022-09
1263,1264,36.0,117200.0,1872.9357441375887,Male,North,35.0,Electronics,68.73763907278713,2022-04-18,2023-12-13,4,2022,604,-686,2023-12
1264,1265,59.0,66200.0,924.9781253462372,Female,West,6.0,Toys,59.63766176932567,2021-06-28,2021-08-21,6,2021,54,-1530,2021-08
1266,1267,54.0,119600.0,1132.6318019689334,Female,South,39.0,Health,43.78258116344047,2022-03-29,2022-11-05,3,2022,221,-1089,2022-11
1267,1268,23.0,76400.0,241.6304647068827,Male,East,46.0,Toys,56.79205032734082,2021-09-27,2022-07-03,9,2021,279,-1214,2022-07
1268,1269,69.0,91200.0,1226.8216641898669,Male,South,44.0,Electronics,49.32921760875567,2021-08-22,2023-07-26,8,2021,703,-826,2023-07
1274,1275,62.0,35700.0,1819.5535045116271,Male,North,21.0,Electronics,46.93820505825953,2022-08-07,2023-07-03,8,2022,330,-849,2023-07
1275,1276,23.0,57800.0,1574.6759711572258,Male,South,31.0,Electronics,88.14719638223171,2021-12-23,2022-07-07,12,2021,196,-1210,2022-07
1276,1277,54.0,93500.0,985.064480139599,Male,East,48.0,Toys,81.86274411366156,2021-02-18,2022-11-07,2,2021,627,-1087,2022-11
1277,1278,74.0,65500.0,1891.83586623726,Male,West,36.0,Toys,62.95699611705368,2022-05-11,2023-02-09,5,2022,274,-993,2023-02
1280,1281,39.0,27100.0,120.00463691795696,Female,West,27.0,Electronics,74.39917193796687,2021-10-20,2022-12-08,10,2021,414,-1056,2022-12
1283,1284,23.0,109700.0,540.1874682513796,Female,North,23.0,Clothing,13.977696593814294,2021-05-30,2021-10-09,5,2021,132,-1481,2021-10
1285,1286,65.0,78700.0,662.1711806911939,Female,South,13.0,Electronics,4.488568549672312,2022-06-29,2023-12-11,6,2022,530,-688,2023-12
1286,1287,21.0,109100.0,1905.244955811176,Female,West,37.0,Health,16.17961748902408,2021-09-17,2022-05-10,9,2021,235,-1268,2022-05
1287,1288,47.0,51900.0,1650.8182776111198,Female,South,47.0,Electronics,3.014379479774165,2021-11-18,2022-02-13,11,2021,87,-1354,2022-02
1288,1289,28.0,71000.0,1423.8229924262316,Male,East,26.0,Toys,73.26422424425209,2021-03-18,2021-09-30,3,2021,196,-1490,2021-09
1295,1296,26.0,78200.0,146.52386525578015,Male,South,23.0,Health,34.202951460460305,2021-11-26,2023-06-27,11,2021,578,-855,2023-06
1298,1299,68.0,55300.0,1741.9690202204522,Male,South,42.0,Clothing,33.551434607932066,2021-05-31,2023-09-11,5,2021,833,-779,2023-09
1299,1300,48.0,100900.0,955.0083229972846,Male,West,18.0,Clothing,14.034197271804585,2022-06-30,2022-07-20,6,2022,20,-1197,2022-07
1304,1305,48.0,91300.0,1592.4810437280237,Male,North,26.0,Clothing,75.6732313125627,2022-01-03,2022-12-25,1,2022,356,-1039,2022-12
1305,1306,23.0,52500.0,1257.9279275622475,Male,East,7.0,Clothing,21.81749762779721,2022-05-07,2022-09-26,5,2022,142,-1129,2022-09
1311,1312,32.0,111000.0,1580.637841136078,Male,North,13.0,Toys,3.866181432173843,2022-01-03,2023-07-09,1,2022,552,-843,2023-07
1312,1313,23.0,63200.0,67.60164998554689,Male,West,25.0,Electronics,49.52444343542575,2021-03-21,2023-09-02,3,2021,895,-788,2023-09
1314,1315,66.0,22300.0,1382.9100548621984,Female,East,8.0,Electronics,48.63202272490265,2021-09-15,2022-08-24,9,2021,343,-1162,2022-08
1315,1316,47.0,68700.0,1502.422987309527,Male,South,10.0,Clothing,14.13591308861497,2021-10-06,2022-06-29,10,2021,266,-1218,2022-06
1317,1318,55.0,59200.0,1737.0111618136775,Male,South,17.0,Toys,11.062082023228836,2022-07-12,2023-07-23,7,2022,376,-829,2023-07
1319,1320,79.0,112200.0,488.69630557284216,Female,West,15.0,Toys,59.50789355038547,2022-08-08,2023-11-17,8,2022,466,-712,2023-11
1320,1321,74.0,64800.0,1767.5786058841468,Female,South,15.0,Toys,97.6660637210142,2022-07-20,2023-03-28,7,2022,251,-946,2023-03
1322,1323,32.0,91900.0,130.29953550818547,Female,West,40.0,Clothing,68.71736926095025,2022-06-05,2023-08-31,6,2022,452,-790,2023-08
1323,1324,28.0,114300.0,275.8631242034437,Female,West,20.0,Health,53.94246710443752,2021-11-22,2023-08-06,11,2021,622,-815,2023-08
1324,1325,25.0,105800.0,134.32733734473126,Male,East,15.0,Health,49.835793429443775,2021-06-21,2023-01-08,6,2021,566,-1025,2023-01
1325,1326,43.0,32200.0,1693.1242295684362,Male,North,35.0,Toys,6.470419683985118,2021-03-25,2021-11-20,3,2021,240,-1439,2021-11
1326,1327,68.0,118600.0,136.91928602737846,Male,West,6.0,Health,14.429740227527944,2022-06-08,2023-05-17,6,2022,343,-896,2023-05
1327,1328,62.0,35400.0,557.8950989000379,Female,South,30.0,Clothing,88.30577292325673,2022-04-26,2023-01-05,4,2022,254,-1028,2023-01
1328,1329,61.0,49800.0,225.43756020099565,Male,West,8.0,Health,41.01643150418033,2022-06-28,2023-03-04,6,2022,249,-970,2023-03
1331,1332,43.0,118900.0,1342.6464364711678,Female,North,47.0,Electronics,37.888237955123486,2021-11-16,2023-06-11,11,2021,572,-871,2023-06
1335,1336,37.0,91400.0,47.05013723180665,Male,South,18.0,Clothing,38.725904025443405,2021-04-24,2023-06-14,4,2021,781,-868,2023-06
1336,1337,50.0,98400.0,1793.538183919927,Female,West,13.0,Health,44.69755694027391,2022-02-11,2023-12-13,2,2022,670,-686,2023-12
1337,1338,37.0,36300.0,77.30974715186679,Male,North,24.0,Toys,98.51262236761242,2021-01-26,2023-05-20,1,2021,844,-893,2023-05
1338,1339,66.0,25900.0,494.4986542159621,Male,West,40.0,Electronics,35.145476928571775,2021-08-25,2022-06-17,8,2021,296,-1230,2022-06
1339,1340,29.0,83200.0,84.13049279647022,Male,East,14.0,Electronics,64.45788958808689,2021-11-06,2023-09-27,11,2021,690,-763,2023-09
1341,1342,18.0,66000.0,1037.4557209122777,Male,South,11.0,Electronics,6.548138183021912,2021-08-21,2023-08-12,8,2021,721,-809,2023-08
1343,1344,31.0,42100.0,689.2034699302756,Male,West,25.0,Clothing,73.07349024056865,2021-09-22,2021-10-28,9,2021,36,-1462,2021-10
1349,1350,30.0,87000.0,387.10952374062754,Male,North,33.0,Clothing,75.70330569412019,2022-01-19,2022-08-09,1,2022,202,-1177,2022-08
1351,1352,20.0,107700.0,1035.4685011664424,Male,South,24.0,Clothing,27.88505300867648,2021-11-12,2023-03-21,11,2021,494,-953,2023-03
1352,1353,50.0,25400.0,1692.699210752529,Male,East,27.0,Clothing,86.25743540614567,2021-09-13,2022-09-26,9,2021,378,-1129,2022-09
1353,1354,23.0,74200.0,177.61805244516114,Male,East,4.0,Toys,98.60718703388544,2022-03-17,2023-11-01,3,2022,594,-728,2023-11
1354,1355,67.0,94700.0,1419.7735106169769,Male,West,24.0,Health,25.4349101197638,2021-04-25,2023-07-20,4,2021,816,-832,2023-07
1355,1356,73.0,58400.0,1315.6059901126582,Female,West,23.0,Toys,80.62461495859326,2021-10-26,2022-10-21,10,2021,360,-1104,2022-10
1356,1357,27.0,106000.0,1747.5895046221376,Female,South,29.0,Clothing,75.01663163764573,2021-05-04,2023-06-05,5,2021,762,-877,2023-06
1361,1362,19.0,46700.0,789.7614574659619,Male,East,20.0,Health,82.38773636258041,2022-12-30,2023-01-24,12,2022,25,-1009,2023-01
1363,1364,57.0,101500.0,539.7203156431702,Male,West,3.0,Toys,48.14312028120059,2021-12-16,2022-04-09,12,2021,114,-1299,2022-04
1364,1365,19.0,49400.0,1170.806645428979,Female,North,49.0,Toys,31.865475406735133,2021-05-03,2023-09-25,5,2021,875,-765,2023-09
1365,1366,37.0,40900.0,1441.9725361698172,Female,North,37.0,Health,78.0825712827134,2021-01-31,2021-08-29,1,2021,210,-1522,2021-08
1367,1368,54.0,115700.0,1207.202574887227,Male,West,44.0,Clothing,45.113989950104994,2021-06-02,2023-08-22,6,2021,811,-799,2023-08
1369,1370,34.0,71200.0,1037.631784447602,Female,East,23.0,Electronics,7.258964316911864,2021-10-13,2023-05-15,10,2021,579,-898,2023-05
1371,1372,28.0,96400.0,1678.1501982652544,Female,East,1.0,Electronics,52.88939665318434,2021-09-13,2021-11-23,9,2021,71,-1436,2021-11
1372,1373,32.0,103700.0,659.5195726901994,Male,East,33.0,Toys,41.74928523515995,2021-06-27,2023-05-15,6,2021,687,-898,2023-05
1377,1378,47.0,116100.0,256.67112170321406,Male,North,41.0,Toys,99.01503403850398,2021-01-21,2023-12-11,1,2021,1054,-688,2023-12
1378,1379,48.0,67400.0,476.0320648720976,Female,West,44.0,Health,29.791919431210637,2021-03-16,2023-06-01,3,2021,807,-881,2023-06
1383,1384,61.0,105200.0,114.8694584684008,Female,North,46.0,Health,13.483415145221167,2021-02-06,2021-03-17,2,2021,39,-1687,2021-03
1384,1385,67.0,37000.0,1898.070248477552,Male,West,9.0,Clothing,71.15058273781953,2021-04-30,2023-01-26,4,2021,636,-1007,2023-01
1388,1389,28.0,94100.0,1037.8822031170469,Female,West,20.0,Toys,98.35237217479629,2021-11-07,2022-01-02,11,2021,56,-1396,2022-01
1389,1390,26.0,81000.0,1563.143037263537,Female,West,4.0,Health,20.542325659526277,2021-07-27,2023-04-06,7,2021,618,-937,2023-04
1390,1391,51.0,53100.0,1054.5436816033653,Male,North,1.0,Electronics,10.281438623105355,2021-06-03,2022-11-01,6,2021,516,-1093,2022-11
1391,1392,29.0,100100.0,1289.2292181180023,Female,West,42.0,Electronics,31.256973352295716,2022-11-14,2023-11-14,11,2022,365,-715,2023-11
1395,1396,57.0,30300.0,1702.894061971473,Female,North,24.0,Electronics,20.249904960409506,2022-09-11,2023-03-29,9,2022,199,-945,2023-03
1397,1398,77.0,75900.0,1002.1645975128343,Female,South,35.0,Electronics,59.01667378127078,2022-06-04,2022-07-10,6,2022,36,-1207,2022-07
1398,1399,46.0,82600.0,0.0,Female,South,25.0,Electronics,33.23789398776207,2022-08-29,2023-07-18,8,2022,323,-834,2023-07
1399,1400,25.0,77200.0,994.342180493194,Female,West,9.0,Electronics,74.70540820893272,2021-04-07,2021-09-16,4,2021,162,-1504,2021-09
1402,1403,54.0,48200.0,802.9281750799086,Female,North,13.0,Toys,50.09618263593643,2021-01-12,2021-02-08,1,2021,27,-1724,2021-02
1403,1404,31.0,40200.0,1380.6361930079795,Male,East,3.0,Toys,33.11764141010678,2022-05-29,2022-10-27,5,2022,151,-1098,2022-10
1405,1406,47.0,56700.0,846.4354155320787,Female,South,4.0,Electronics,35.56333218073557,2021-01-07,2021-12-26,1,2021,353,-1403,2021-12
1409,1410,22.0,51900.0,255.66218289641927,Female,West,26.0,Health,38.649010605851466,2021-02-26,2021-09-14,2,2021,200,-1506,2021-09
1411,1412,76.0,44500.0,977.4287045649309,Female,West,24.0,Toys,13.93058666727579,2022-08-09,2022-09-02,8,2022,24,-1153,2022-09
1412,1413,31.0,71900.0,455.7783307735994,Male,West,43.0,Health,0.4640825498006928,2021-08-21,2023-06-24,8,2021,672,-858,2023-06
1413,1414,43.0,56100.0,522.8898116849819,Female,West,10.0,Toys,0.9544292582375212,2021-01-30,2021-06-13,1,2021,134,-1599,2021-06
1414,1415,79.0,74200.0,1757.8305140791394,Male,East,37.0,Electronics,38.0287889502852,2022-01-02,2022-09-07,1,2022,248,-1148,2022-09
1417,1418,62.0,81700.0,556.8616616935643,Female,North,42.0,Clothing,63.49140441376434,2021-01-10,2021-12-30,1,2021,354,-1399,2021-12
1418,1419,59.0,116700.0,1525.4498783801926,Male,East,39.0,Toys,51.92492375848865,2021-05-27,2023-11-11,5,2021,898,-718,2023-11
1419,1420,42.0,21500.0,1450.3745412378182,Female,North,19.0,Clothing,81.97931441705587,2021-12-30,2022-10-22,12,2021,296,-1103,2022-10
1421,1422,57.0,35200.0,1028.0881175847662,Female,West,12.0,Health,84.97407281453752,2021-09-10,2023-01-17,9,2021,494,-1016,2023-01
1423,1424,56.0,64900.0,1735.12952054578,Male,North,47.0,Clothing,18.271307356328386,2021-09-10,2023-07-19,9,2021,677,-833,2023-07
1425,1426,31.0,39700.0,848.3246988376409,Male,North,30.0,Toys,58.21631960983702,2021-12-06,2023-12-26,12,2021,750,-673,2023-12
1427,1428,68.0,32000.0,620.5002200209636,Male,South,12.0,Electronics,48.0812789296766,2021-12-19,2022-12-04,12,2021,350,-1060,2022-12
1431,1432,40.0,75300.0,875.8174978189263,Female,South,37.0,Health,63.01864391211986,2021-11-19,2022-03-11,11,2021,112,-1328,2022-03
1433,1434,50.0,52300.0,1498.2743451955237,Male,West,18.0,Electronics,27.930038921345623,2022-03-21,2022-06-08,3,2022,79,-1239,2022-06
1434,1435,42.0,64800.0,44.94087451813819,Male,North,44.0,Health,61.01948316486301,2021-04-05,2022-10-29,4,2021,572,-1096,2022-10
1435,1436,34.0,91400.0,1296.080421810776,Female,North,27.0,Clothing,40.69349746356621,2022-07-07,2023-11-13,7,2022,494,-716,2023-11
1439,1440,19.0,113600.0,1986.028062250156,Male,North,23.0,Electronics,39.33504265636626,2022-07-07,2023-07-23,7,2022,381,-829,2023-07
1441,1442,70.0,50500.0,467.1624718023161,Male,North,38.0,Health,4.8025387599913145,2021-04-26,2022-05-23,4,2021,392,-1255,2022-05
1443,1444,57.0,49400.0,1735.1410831299872,Male,East,25.0,Clothing,69.5071951934516,2021-08-25,2022-01-16,8,2021,144,-1382,2022-01
1444,1445,68.0,61000.0,899.4842168845785,Male,South,4.0,Health,79.20507904502912,2021-09-27,2023-04-05,9,2021,555,-938,2023-04
1445,1446,56.0,75400.0,291.3645495997478,Male,East,30.0,Health,19.02207040953133,2021-10-18,2023-10-27,10,2021,739,-733,2023-10
1448,1449,23.0,81300.0,1968.134600516384,Female,East,42.0,Health,90.68121500964484,2022-09-22,2023-11-26,9,2022,430,-703,2023-11
1453,1454,59.0,75700.0,1146.5867247221631,Male,West,24.0,Toys,64.3273993810296,2021-01-11,2023-12-15,1,2021,1068,-684,2023-12
1455,1456,32.0,70200.0,926.7671646892802,Female,East,35.0,Electronics,49.30154617009376,2021-11-23,2023-04-01,11,2021,494,-942,2023-04
1460,1461,47.0,41000.0,536.2033727830474,Female,East,7.0,Clothing,60.180689229887165,2021-12-11,2023-11-09,12,2021,698,-720,2023-11
1462,1463,44.0,108900.0,1449.9878753738196,Female,East,27.0,Electronics,58.25328304878139,2021-11-07,2022-04-12,11,2021,156,-1296,2022-04
1463,1464,53.0,47700.0,364.83025094288473,Female,West,48.0,Toys,8.885148507143082,2022-08-24,2023-06-16,8,2022,296,-866,2023-06
1467,1468,50.0,31400.0,73.62064466670108,Female,West,42.0,Toys,20.69531519486293,2021-01-04,2021-10-21,1,2021,290,-1469,2021-10
1468,1469,78.0,82600.0,909.5509537619608,Male,South,45.0,Clothing,33.53742848795249,2022-01-11,2023-07-11,1,2022,546,-841,2023-07
1469,1470,54.0,65700.0,606.9608777334232,Male,East,31.0,Health,36.859869518615895,2022-01-04,2022-04-13,1,2022,99,-1295,2022-04
1474,1475,21.0,107300.0,903.417466869139,Male,East,12.0,Electronics,1.297667065023922,2021-12-29,2022-03-27,12,2021,88,-1312,2022-03
1475,1476,39.0,51200.0,1116.8793846957597,Male,West,32.0,Health,77.052527930763,2021-08-04,2023-02-17,8,2021,562,-985,2023-02
1478,1479,22.0,69100.0,343.83651316977097,Male,East,20.0,Toys,54.09965214147301,2021-06-28,2023-08-15,6,2021,778,-806,2023-08
1482,1483,71.0,119000.0,1801.4912952495656,Female,East,13.0,Health,94.26461464796644,2021-03-19,2022-10-14,3,2021,574,-1111,2022-10
1483,1484,55.0,32000.0,1264.2457761291596,Female,North,14.0,Electronics,54.33698872439848,2021-10-20,2023-05-01,10,2021,558,-912,2023-05
1484,1485,30.0,46500.0,888.5250565032493,Female,East,44.0,Toys,15.065823198891826,2021-03-23,2022-07-06,3,2021,470,-1211,2022-07
1487,1488,53.0,81300.0,1534.2569594076767,Male,South,18.0,Clothing,80.73371707198082,2022-08-01,2023-10-31,8,2022,456,-729,2023-10
1488,1489,62.0,75900.0,545.804044064579,Female,East,48.0,Electronics,68.0421626425648,2021-04-06,2022-01-23,4,2021,292,-1375,2022-01
1489,1490,41.0,69500.0,1617.4116679045594,Female,North,29.0,Health,90.4727607422946,2021-05-25,2022-01-20,5,2021,240,-1378,2022-01
